5.83,	39.9,	161.,	648.,	4050.,	16200.,	64800.,	405000.,	1620000.
2.42,	5.28,	8.94,	14.7,	27.9,	44.8,	71.7,	133.,	211.
2.08,	4.01,	6.16,	9.20,	15.2,	22.0,	31.5,	50.5,	71.9
1.89,	3.40,	4.95,	6.98,	10.7,	14.5,	19.6,	28.8,	38.5
1.78,	3.05,	4.28,	5.82,	8.47,	11.1,	14.4,	20.0,	25.6
1.71,	2.83,	3.87,	5.12,	7.19,	9.16,	11.5,	15.5,	19.3
1.65,	2.67,	3.58,	4.65,	6.37,	7.95,	9.83,	12.9,	15.7
1.61,	2.55,	3.37,	4.32,	5.80,	7.13,	8.68,	11.1,	13.3
1.58,	2.46,	3.22,	4.07,	5.39,	6.54,	7.87,	9.93,	11.7
1.55,	2.39,	3.09,	3.88,	5.07,	6.10,	7.27,	9.05,	10.6
1.53,	2.33,	3.00,	3.73,	4.82,	5.76,	6.80,	8.38,	9.74
1.51,	2.28,	2.92,	3.60,	4.62,	5.48,	6.44,	7.86,	9.07
1.50,	2.24,	2.85,	3.50,	4.46,	5.26,	6.14,	7.44,	8.53
1.48,	2.21,	2.79,	3.41,	4.32,	5.07,	5.89,	7.09,	8.10
1.47,	2.18,	2.74,	3.34,	4.20,	4.91,	5.68,	6.80,	7.74
1.46,	2.15,	2.70,	3.28,	4.10,	4.78,	5.51,	6.56,	7.43
1.45,	2.13,	2.66,	3.22,	4.01,	4.66,	5.36,	6.35,	7.18
1.44,	2.11,	2.63,	3.17,	3.94,	4.56,	5.23,	6.18,	6.95
1.44,	2.09,	2.60,	3.13,	3.87,	4.47,	5.11,	6.02,	6.76
1.43,	2.08,	2.57,	3.09,	3.81,	4.39,	5.01,	5.88,	6.59
1.42,	2.06,	2.55,	3.05,	3.76,	4.32,	4.92,	5.76,	6.44
1.42,	2.05,	2.53,	3.02,	3.71,	4.26,	4.84,	5.65,	6.30
1.41,	2.04,	2.51,	2.99,	3.67,	4.20,	4.76,	5.55,	6.18
1.41,	2.02,	2.49,	2.97,	3.63,	4.15,	4.70,	5.46,	6.07
1.41,	2.01,	2.47,	2.94,	3.59,	4.10,	4.64,	5.38,	5.98
1.40,	2.00,	2.46,	2.92,	3.56,	4.06,	4.58,	5.31,	5.89
1.40,	2.00,	2.45,	2.90,	3.53,	4.02,	4.53,	5.24,	5.80
1.40,	1.99,	2.43,	2.88,	3.50,	3.98,	4.48,	5.18,	5.73
1.39,	1.98,	2.42,	2.87,	3.47,	3.95,	4.44,	5.12,	5.66
1.38,	1.95,	2.37,	2.80,	3.37,	3.81,	4.27,	4.89,	5.39
1.37,	1.93,	2.34,	2.74,	3.29,	3.71,	4.14,	4.73,	5.19
1.36,	1.91,	2.31,	2.70,	3.23,	3.64,	4.05,	4.61,	5.04
1.36,	1.90,	2.29,	2.67,	3.19,	3.58,	3.98,	4.51,	4.93
1.35,	1.87,	2.25,	2.63,	3.12,	3.49,	3.87,	4.37,	4.76
1.34,	1.86,	2.23,	2.59,	3.07,	3.43,	3.79,	4.28,	4.64
1.34,	1.85,	2.21,	2.57,	3.04,	3.39,	3.74,	4.20,	4.56
1.33,	1.84,	2.20,	2.55,	3.01,	3.35,	3.70,	4.15,	4.50
1.33,	1.83,	2.19,	2.54,	2.99,	3.33,	3.66,	4.11,	4.45
1.33,	1.82,	2.18,	2.52,	2.96,	3.28,	3.61,	4.04,	4.37
1.32,	1.82,	2.16,	2.50,	2.93,	3.26,	3.58,	4.00,	4.32
1.32,	1.81,	2.16,	2.49,	2.92,	3.24,	3.55,	3.97,	4.28
1.32,	1.81,	2.15,	2.48,	2.90,	3.22,	3.53,	3.94,	4.25
1.32,	1.80,	2.14,	2.47,	2.89,	3.21,	3.52,	3.92,	4.22
1.32,	1.79,	2.13,	2.45,	2.86,	3.17,	3.47,	3.86,	4.15
1.31,	1.79,	2.12,	2.43,	2.84,	3.14,	3.43,	3.81,	4.10
1.31,	1.77,	2.10,	2.41,	2.80,	3.09,	3.37,	3.74,	4.02
9.10,	58.9,	237.,	948.,	5930.,	23700.,	94900.,	593000.,	2370000.
3.34,	9.35,	19.4,	39.4,	99.4,	199.,	399.,	999.,	2000.
2.43,	5.27,	8.89,	14.6,	27.7,	44.4,	71.0,	132.,	209.
2.08,	3.98,	6.09,	9.07,	15.0,	21.6,	31.0,	49.7,	70.7
1.89,	3.37,	4.88,	6.85,	10.5,	14.2,	19.1,	28.2,	37.6
1.78,	3.01,	4.21,	5.70,	8.26,	10.8,	14.0,	19.5,	24.9
1.70,	2.78,	3.79,	4.99,	6.99,	8.89,	11.2,	15.0,	18.7
1.64,	2.62,	3.50,	4.53,	6.18,	7.69,	9.49,	12.4,	15.1
1.60,	2.51,	3.29,	4.20,	5.61,	6.88,	8.36,	10.7,	12.8
1.57,	2.41,	3.14,	3.95,	5.20,	6.30,	7.56,	9.52,	11.2
1.54,	2.34,	3.01,	3.76,	4.89,	5.86,	6.97,	8.66,	10.1
